customer_id,first_name,last_name,email,phone_number,date_of_birth,address,city,state,zip_code,country,registration_date,customer_segment,kyc_status,is_active,annual_income,occupation,nationality
C0001637,Dana,Copeland,ismith@example.org,282.800.0297,2001-03-12,824 Edwards Island Apt. 092,East Stephanie,DE,17249,USA,2026-03-09,Retail,Verified,True,22526.3,Driver,Mexico
C0001638,Raymond,Smith,lori32@example.net,(632)372-3442,1947-05-28,83881 Todd Prairie Suite 822,Lake Stephanie,DC,23629,USA,2026-02-19,Retail,Verified,False,44882.33,Nurse,Wallis and Futuna
C0001639,Kevin,Webster,lwilson@example.net,910.781.8632x133,1989-11-07,45544 Anderson Neck,Lake Brettview,NC,80511,USA,2026-02-03,Retail,Verified,True,101850.61,Retired,Spain
C0001640,Kelsey,Martin,dianeaustin@example.com,503.974.8508,1958-04-14,20060 Aaron Motorway Suite 366,Hodgeshaven,MI,76727,USA,2026-03-16,Premium,Verified,True,52025.03,Software Engineer,Kenya
C0001641,Tommy,Davis,taylor33@example.org,838-637-9023x89405,2001-12-07,1927 Eric Springs Apt. 796,West Amber,FM,75792,USA,2025-07-02,Retail,Pending,True,36757.95,Retail Worker,Cayman Islands
C0001642,Jose,Anderson,hmurphy@example.com,001-737-720-1701x175,1951-03-30,7473 Rodriguez Manor Suite 444,Port Jennaville,UT,52741,USA,2026-01-28,Premium,Verified,True,230344.74,Software Engineer,Niue
C0001643,April,Bridges,younglisa@example.com,001-792-730-0833x41871,1973-10-26,93038 James Land,Jamiebury,NV,96925,USA,2024-12-07,Retail,Expired,True,34897.81,Sales Associate,Botswana
C0001644,Sarah,Duncan,nortonjoseph@example.net,+1-481-998-7599x7322,1950-08-21,928 Nicole Squares,Clarkshire,CT,82955,USA,2024-03-01,Retail,Verified,True,45532.69,Retail Worker,Italy
C0001645,Anthony,Bean,mhoffman@example.org,001-838-816-9194x86707,1952-07-05,4911 Miller Coves Suite 427,West Matthew,NH,30458,USA,2024-01-23,Business,Verified,True,114701.13,Managing Partner,Saint Pierre and Miquelon
C0001646,Victoria,Burgess,gtaylor@example.com,(430)322-7275,1947-05-03,72311 Walker Cliff Suite 638,South Steven,WV,48393,USA,2025-11-13,Retail,Verified,True,44988.11,Teacher,Bulgaria
C0001647,Scott,Rodriguez,richard53@example.net,965-374-0968x3486,1972-01-05,462 Annette Track Suite 736,West Johntown,PW,71767,USA,2024-04-09,Retail,Pending,False,33071.52,Student,Belize
C0001648,Alexander,Johnson,hfernandez@example.net,(263)574-1987,1993-08-01,50819 Jerry Spring,East Thomas,VI,34343,USA,2025-03-28,Retail,Verified,True,59448.46,Retail Worker,Tunisia
C0001649,Joseph,Steele,kayla72@example.com,879.924.4771x74066,1965-06-25,06137 Lynch Place Apt. 376,Port Annmouth,VA,79809,USA,2024-11-13,Retail,Verified,True,65755.13,Sales Associate,United States Minor Outlying Islands
C0001650,Amy,Holmes,melliott@example.org,(381)721-2635,1942-05-20,1026 George Islands Apt. 933,Roberthaven,VI,38267,USA,2025-03-27,Retail,Verified,True,132558.83,Teacher,Denmark
C0001651,Emily,Salinas,nicoleporter@example.org,001-412-352-0043x2091,1973-07-09,7966 Buck Shore,Palmertown,ID,13283,USA,2026-01-31,Retail,Verified,True,48524.14,Student,Chile
C0001652,Julie,Williams,nancyalvarez@example.org,876.984.8141,1980-12-20,451 Aaron Stravenue,Victoriachester,MI,33234,USA,2026-03-07,Retail,Verified,True,42740.33,Teacher,Guadeloupe
C0001653,Rebecca,Baker,sharon84@example.net,(993)440-1075x287,1946-07-26,7502 Matthew Gateway,Lake Ericburgh,NJ,22618,USA,2025-08-02,Retail,Verified,True,40022.3,Administrative Assistant,Ethiopia
C0001654,Justin,Maxwell,sarah03@example.net,9799582546,2000-04-05,96778 Anna Mills,Patriciachester,ID,71735,USA,2024-01-07,Premium,Verified,True,79865.58,Investment Manager,Iran
C0001655,Herbert,Fischer,alexander90@example.com,272.529.1764,1969-05-13,45440 Brooke Ridge Suite 650,Julieview,OH,39921,USA,2024-04-20,Retail,Verified,True,43012.32,Driver,Northern Mariana Islands
C0001656,Ashley,Morton,marymarquez@example.org,001-522-893-5117x486,1958-10-27,058 Myers Bypass,Smithview,IN,44709,USA,2024-06-11,Retail,Expired,True,31328.99,Administrative Assistant,Libyan Arab Jamahiriya
C0001657,Catherine,Miller,robertkane@example.org,+1-845-363-1479,1965-11-07,5088 Ward Isle,Jamesfort,OR,79285,USA,2026-01-10,Business,Verified,True,307050.89,Business Owner,Mauritania
C0001658,William,Miller,crobertson@example.net,(451)319-8887x4473,2003-11-11,785 Stewart Heights Suite 706,New Kaylamouth,WA,44972,USA,2026-05-07,Retail,Verified,True,70178.6,Retired,Saint Helena
C0001659,Elizabeth,Collins,michelle43@example.org,354.711.5652x770,1974-11-24,66998 Amber View Suite 279,North Brandon,MD,33903,USA,2025-09-10,Premium,Verified,True,53964.11,Consultant,Dominica
C0001660,Curtis,Ball,sarah60@example.com,+1-564-593-2375x58388,1995-12-02,149 Debra Knolls,Williamshire,TX,22073,USA,2026-02-18,Retail,Verified,True,64211.61,Teacher,Spain
C0001661,Suzanne,Thompson,everettlindsay@example.com,(353)247-9710x90028,2004-01-19,32666 Steven Bridge,Hoganport,UT,82413,USA,2024-04-17,Retail,Verified,True,70161.68,Nurse,India
C0001662,Terri,Ashley,wosborne@example.org,(394)725-0122,2006-07-26,3759 Theresa Cliffs,Linfurt,PW,15738,USA,2025-08-07,Business,Failed,True,244151.74,Sole Trader,Chad
C0001663,Derek,Goodwin,jasonjohnson@example.net,2705177446,1960-01-01,649 Tony Islands Apt. 783,East Susanbury,DE,42294,USA,2024-12-17,Business,Verified,True,49144.3,CFO,Faroe Islands
C0001664,Victor,Thompson,omitchell@example.org,001-437-551-4164x86689,1981-02-02,327 Johnson Valleys Suite 963,Michaelstad,SD,87847,USA,2024-01-27,Premium,Pending,True,68549.19,Physician,Bangladesh
C0001665,Carl,Burke,bakererica@example.net,001-252-353-5953,1949-12-19,4970 Moody Road Suite 459,West Lawrenceland,AL,18434,USA,2024-02-28,Retail,Verified,True,69459.37,Warehouse Worker,Northern Mariana Islands
C0001666,Jamie,Gardner,csmith@example.org,260.642.1210,1992-02-28,797 Thomas Canyon Apt. 848,Edwardsburgh,MI,89329,USA,2025-05-29,Premium,Verified,True,97370.56,Software Engineer,Russian Federation
C0001667,Shelley,Holmes,ianwilliamson@example.net,+1-454-541-7105x6739,1969-11-09,070 King Path Suite 235,New Cynthia,OK,87915,USA,2025-06-02,Retail,Expired,True,22034.15,Driver,Belize
C0001668,Nancy,Reid,torrestimothy@example.org,483-907-6273x2553,1971-10-23,83262 Matthew Manors Apt. 483,Youngberg,MH,30895,USA,2024-01-05,Retail,Verified,True,28215.1,Nurse,Barbados
C0001669,Paula,Jenkins,xwebb@example.org,480.295.4185,1958-01-22,710 Heather Brooks,Katelynborough,IL,05200,USA,2025-07-18,Premium,Verified,True,163467.92,Physician,Serbia
C0001670,Brandy,Brown,loriwilliams@example.net,(400)487-6848x65584,1943-04-21,77685 Rogers Square Suite 442,South Tristan,AK,11829,USA,2024-11-22,Retail,Verified,False,47732.45,Administrative Assistant,Cameroon
C0001671,Michael,Zimmerman,rcollins@example.org,(521)366-0952,1995-01-20,871 White Brooks Apt. 577,Deanville,HI,33721,USA,2024-03-19,Retail,Verified,True,32226.16,Retired,French Guiana
C0001672,John,Reyes,nicholaswebster@example.org,855.733.7347x7630,1980-06-25,276 Evans Valleys Suite 991,Ericaside,OK,64638,USA,2024-12-06,Retail,Expired,True,30229.93,Teacher,North Macedonia
C0001673,Danielle,Marquez,yvonne14@example.net,001-742-298-3687x61907,1942-04-21,1155 Pratt Cape Suite 498,New Adrianafurt,FM,14185,USA,2024-05-14,Retail,Verified,True,29855.4,Retired,Holy See (Vatican City State)
C0001674,Allison,Johnson,gjones@example.com,(397)701-2683,1978-02-11,42060 Fowler Cliff Apt. 697,Bishopmouth,KY,32845,USA,2025-06-02,Retail,Verified,True,22897.77,Driver,Serbia
C0001675,Melissa,Walter,jessicarowe@example.net,471-790-2327x1073,1950-09-19,9212 Lisa Valley Apt. 489,West Robertview,AS,27285,USA,2024-05-06,Retail,Verified,True,81445.38,Administrative Assistant,Kenya
C0001676,Kimberly,Miller,lucasjoshua@example.com,911.586.7019,1949-09-23,54459 Daniel Coves Apt. 125,Racheltown,OK,76545,USA,2026-02-15,Premium,Verified,True,81357.45,Investment Manager,Congo
C0001677,Madeline,Young,randolphjoshua@example.org,364.571.8629x436,1957-10-10,5394 Kimberly Village,Port Andrew,GU,58256,USA,2026-04-06,Retail,Verified,True,66741.3,Student,Thailand
C0001678,Jessica,Reed,mark40@example.org,(227)876-0218,1957-05-21,2527 Karen Stream Suite 445,Lake Lindaton,MO,58179,USA,2026-01-29,Retail,Pending,True,77703.69,Student,French Southern Territories
C0001679,Douglas,Oconnor,rosalestammy@example.org,6634443710,1983-12-17,5423 Lucero Junction Apt. 497,West Valerie,MT,68684,USA,2026-03-02,Retail,Verified,True,59823.6,Nurse,Taiwan
C0001680,Debra,Goodman,gabrielhurst@example.org,902-327-7469x03384,2005-11-05,0587 Chandler Dam,East Kristina,PR,89996,USA,2024-09-05,Retail,Pending,True,29266.24,Retail Worker,Saint Kitts and Nevis
C0001681,Brandon,Gross,waltersjason@example.com,(703)538-7384,2002-02-12,02156 Amy Lodge Suite 694,South Monica,NY,49686,USA,2025-04-17,Business,Verified,True,370639.09,CFO,Nicaragua
C0001682,Catherine,Castillo,melissa13@example.net,+1-744-655-3296x7737,1945-03-09,318 Rodriguez Manor,Hallport,HI,67629,USA,2024-02-23,Premium,Verified,True,97293.03,Investment Manager,Netherlands
C0001683,Connor,Green,graygerald@example.net,670.954.9114x065,1945-12-03,1267 Cherry Brook Suite 535,East Williamview,MN,54663,USA,2024-09-12,Retail,Verified,True,23112.97,Student,Swaziland
C0001684,Javier,Turner,robert51@example.com,001-882-923-0947x605,1978-10-29,561 Joshua Plaza Apt. 344,West Patrickshire,MP,50892,USA,2024-11-13,Premium,Verified,True,119924.25,Investment Manager,Malawi
C0001685,Edward,Chambers,aguirredawn@example.org,935.629.0831x1686,1980-04-24,8687 David Mount Apt. 811,Williamsonview,MP,15527,USA,2026-05-02,Retail,Verified,False,20140.34,Sales Associate,Cambodia
C0001686,Karen,Jimenez,gordonkathryn@example.net,7156398740,1967-03-02,199 Robbins Square,Dianeville,PR,16512,USA,2026-01-17,Retail,Verified,False,65764.78,Warehouse Worker,France
C0001687,Peter,Collins,patriciacollins@example.com,(312)228-5893x708,1951-11-03,7431 Benjamin Inlet,West Richard,MP,99830,USA,2024-07-06,Retail,Verified,True,28787.35,Student,Tuvalu
C0001688,Tabitha,Weaver,jordan99@example.net,+1-872-963-1508x1086,1999-01-15,2957 Teresa Islands,Emilyfurt,KY,20123,USA,2026-03-31,Retail,Pending,True,40158.12,Driver,Cayman Islands
C0001689,Melissa,Carroll,lindsey87@example.com,+1-618-864-8412x123,1955-06-26,9370 Thomas Divide,West Donald,KY,93828,USA,2024-11-21,Retail,Verified,True,41841.5,Student,Hong Kong
C0001690,Daniel,Mathis,ubrown@example.com,962-298-4754,1946-06-06,646 Joseph Ports,Wyatthaven,VI,83093,USA,2025-07-01,Retail,Verified,True,31905.94,Teacher,Iraq
C0001691,Bradley,Hamilton,jgordon@example.com,578.295.3249x753,1989-07-10,619 David Street,East Kristenfurt,DE,83388,USA,2025-07-30,Retail,Verified,True,48695.74,Retired,Saint Helena
C0001692,Natasha,Leon,tracey36@example.net,878.703.7171,1970-03-11,4612 John Loop,Kevinfurt,MD,57399,USA,2025-08-28,Retail,Verified,True,28639.67,Retail Worker,Cyprus
C0001693,Paul,Molina,tlee@example.net,+1-913-492-2230x42103,1987-05-05,8793 Sharp Throughway,East Jessemouth,WI,59136,USA,2024-12-04,Retail,Verified,True,56142.52,Retired,Saint Vincent and the Grenadines
C0001694,Crystal,Erickson,carla12@example.net,(599)929-2013,1973-12-31,457 Reeves Shore,Brandonfort,VT,39390,USA,2024-05-01,Retail,Verified,True,18527.48,Nurse,Uzbekistan
C0001695,Christopher,Perez,amandagonzalez@example.com,001-564-393-8268,2006-04-11,003 Anna Village,South Kara,WA,26548,USA,2025-09-20,Retail,Verified,True,38684.33,Retired,Bangladesh
C0001696,Jennifer,Brown,enunez@example.net,656-415-8181x1069,1960-09-20,31978 Reeves Pike,Lake Debra,AZ,08922,USA,2024-03-01,Premium,Verified,True,315955.73,Business Owner,Pitcairn Islands
C0001697,Carol,Holmes,sellerstimothy@example.org,(627)647-8301,1978-06-09,88344 Hernandez Gateway,Carterview,PA,99863,USA,2025-04-11,Business,Pending,True,120539.76,Director,Bermuda
C0001698,Tyler,Rivera,thomas70@example.org,792.983.1091,1995-04-21,104 Joanne Mills,East Tara,MH,12390,USA,2024-02-13,Retail,Expired,True,25877.46,Nurse,Paraguay
C0001699,Michelle,Bird,drew05@example.net,+1-963-810-6268x44187,1991-03-23,76872 Martinez Ways Apt. 429,Richardsonside,SC,12050,USA,2024-03-31,Retail,Verified,True,46955.42,Teacher,Yemen
C0001700,Haley,Macdonald,mauricevargas@example.org,406.751.1768,1946-09-21,2880 Kyle Mall,Port Michaelchester,OK,03654,USA,2025-08-03,Retail,Verified,True,39727.18,Retired,Tajikistan
C0001701,William,Day,dominique17@example.net,9429047308,1943-04-17,63228 Phillips Fort Apt. 358,Port Gregoryland,AR,28786,USA,2026-01-16,Retail,Pending,True,43274.34,Student,San Marino
C0001702,Alexis,Thomas,louistaylor@example.com,5624741570,1972-10-17,41614 Matthew Harbors Apt. 491,Port Kyle,MI,87574,USA,2025-05-04,Premium,Verified,True,132390.65,Software Engineer,Korea
C0001703,Justin,Fisher,jennifer33@example.org,503-705-8181x585,1989-12-24,2925 Jessica Ranch,Cherylshire,SD,33461,USA,2025-01-08,Retail,Verified,False,49879.27,Teacher,Kenya
C0001704,James,Lewis,lisadavenport@example.org,001-286-755-6850x220,2003-12-22,479 Shannon Land,East Micheleview,MO,43137,USA,2024-04-28,Retail,Verified,True,63249.97,Student,Mayotte
C0001705,Felicia,Johns,scottdaniel@example.org,2142079834,1953-03-19,1601 Anna Unions Apt. 173,Marisashire,NE,27097,USA,2024-09-29,Premium,Pending,True,126233.82,Physician,Bhutan
C0001706,Michael,Santos,melissahartman@example.com,417.652.8612,1965-05-29,002 Berry Park,Melissaland,ND,30381,USA,2025-06-17,Retail,Verified,True,32188.71,Teacher,Argentina
C0001707,Brandon,Thomas,rbenton@example.org,+1-489-875-7842x35180,1983-11-06,14928 Jones Stravenue Apt. 447,Santosburgh,NM,84725,USA,2025-10-08,Retail,Failed,True,50832.28,Retired,New Zealand
C0001708,Mary,Manning,christinegarrison@example.org,5555157045,1993-11-22,3494 Michael Port,Lake Paul,NJ,38868,USA,2025-03-28,Business,Verified,True,1226782.62,Managing Partner,Cyprus
C0001709,Emily,Knox,danielbaker@example.org,(590)330-0810,1956-08-17,40755 Medina Mews,North Melissa,PW,28676,USA,2025-01-27,Retail,Verified,True,33985.29,Teacher,Madagascar
C0001710,Jodi,Duffy,sheilacook@example.com,375-850-8238x288,1961-02-28,71958 Tracy Turnpike,South David,MS,29764,USA,2025-06-25,Retail,Verified,True,22308.77,Student,Guam
C0001711,Douglas,Torres,olewis@example.net,001-687-620-3238x32270,1960-05-19,74026 Cooper Islands,West Michael,AR,22193,USA,2025-01-01,Business,Pending,True,650609.27,Business Owner,Saint Helena
C0001712,John,Johnson,gordondeborah@example.net,+1-905-514-3882,1989-10-22,490 Douglas Parks Apt. 813,West Katherine,MT,20133,USA,2024-04-21,Retail,Verified,True,34194.14,Retired,Saint Helena
C0001713,Tara,Davis,michaelkim@example.net,670.325.5563,1959-10-04,57718 Julie Glen Apt. 239,Gutierrezberg,ND,83631,USA,2025-07-22,Retail,Verified,True,12254.71,Administrative Assistant,Reunion
C0001714,Danielle,Rodriguez,huntmegan@example.org,001-974-857-4565x99250,1947-07-06,73643 Campos Fort,Rodriguezville,LA,52161,USA,2025-01-13,Retail,Verified,True,55476.28,Retired,Austria
C0001715,Brian,Shields,alyssa04@example.org,001-986-632-3102x65574,1974-04-27,366 Perez Divide Apt. 608,West Brandon,PW,67029,USA,2025-12-09,Retail,Verified,True,27787.34,Retired,Sri Lanka
C0001716,Kimberly,Williamson,josephbautista@example.net,001-364-779-3539x562,1959-05-16,62671 Sarah Street Suite 013,Jonesland,MT,51281,USA,2025-11-13,Retail,Verified,True,34708.27,Sales Associate,Cyprus
C0001717,Laura,Martinez,cbanks@example.com,001-641-744-7720,1953-01-16,76979 Heather Dam,Rossview,IA,75947,USA,2025-09-27,Retail,Verified,True,42872.68,Administrative Assistant,Palestinian Territory
C0001718,Brendan,Morales,johnsonsteven@example.net,(533)789-1787,2001-12-25,92118 Spencer Terrace Apt. 626,Kimmouth,WA,88608,USA,2024-06-30,Business,Pending,True,312512.5,Operations Manager,Vanuatu
C0001719,Michael,Jennings,tlewis@example.com,850.309.4794x79293,1943-08-14,2908 Berry Curve Suite 863,Oconnorfort,NV,56557,USA,2024-12-24,Retail,Verified,True,51778.27,Student,Nigeria
C0001720,Paul,Boyer,thomaspowell@example.org,255.304.0841x383,1965-11-21,5282 Lisa Row,Harperfort,NJ,84564,USA,2026-02-19,Premium,Verified,True,76016.69,Consultant,Saint Kitts and Nevis
C0001721,Amanda,Morales,nathanielmccarthy@example.com,(840)828-0280x22244,1989-10-07,651 Hale Lake,Sandersburgh,PR,53378,USA,2025-07-05,Premium,Pending,True,134304.31,Architect,Luxembourg
C0001722,Brian,Meadows,jamesduncan@example.org,+1-784-909-9126x91764,1995-10-11,2735 Bean Springs Suite 054,Mooreberg,NE,35612,USA,2025-08-26,Retail,Verified,True,31895.71,Driver,Portugal
C0001723,Lindsay,Matthews,mstevens@example.com,218.391.6680x7310,1962-08-22,776 Pugh Cape Apt. 220,Lake Samanthachester,ME,17637,USA,2024-12-03,Retail,Verified,True,52543.95,Student,Malawi
C0001724,Derek,Cooper,donaldmorrison@example.org,(745)662-1202,1951-09-16,411 Ashley Lodge,Joseburgh,MA,91535,USA,2025-05-01,Business,Verified,True,439017.25,CEO,Bhutan
C0001725,Kimberly,Flores,robertcharles@example.com,9924628975,1970-08-14,314 Melissa Lodge,West Joelburgh,NY,66089,USA,2025-07-22,Business,Verified,True,126962.75,Director,Wallis and Futuna
C0001726,Barbara,Roberts,greenebrandi@example.org,(299)981-8923x71044,1976-04-30,136 Coleman Ridges,South Jenniferhaven,NH,67969,USA,2025-05-02,Retail,Pending,True,62504.33,Nurse,Mauritania
C0001727,Anthony,George,deannamurray@example.com,+1-605-438-7518x953,2003-07-06,039 Dennis Turnpike Suite 338,Port Anthonyland,KS,88017,USA,2024-10-27,Retail,Verified,True,27778.52,Warehouse Worker,Chad
C0001728,Rebecca,Hampton,pdaniel@example.net,841-404-2320x0865,1984-10-17,48781 Kenneth Expressway,North Rachelmouth,SD,37550,USA,2025-09-08,Retail,Verified,True,54395.08,Administrative Assistant,Lao People's Democratic Republic
C0001729,Michele,Tucker,jacquelinemiller@example.net,315-961-7312x432,1961-10-14,7617 Williams Islands,Lake Benjamin,WI,44039,USA,2025-08-18,Premium,Verified,True,123053.24,Attorney,Mali
C0001730,Joseph,Foley,tracynelson@example.com,001-275-341-3263,2007-06-08,89229 Bradley Drive Apt. 133,Johnsonmouth,WY,92267,USA,2024-03-05,Premium,Pending,True,297422.87,Physician,Cuba
C0001731,Whitney,Ortiz,crawfordchristine@example.org,4627873451,1984-06-23,728 Cook Lights,Weberbury,DE,50231,USA,2024-03-02,Premium,Failed,True,86328.96,Consultant,Oman
C0001732,Eric,Palmer,taralove@example.net,465.361.2806x955,2004-08-23,95316 Matthew Valleys,Kennedyside,TX,44729,USA,2025-11-20,Business,Verified,False,202915.83,CFO,Saudi Arabia
C0001733,Jason,Jones,cathywelch@example.net,710.642.3852x47965,1947-06-23,85548 Burke Walks Apt. 690,Johnside,NJ,68008,USA,2026-03-31,Premium,Verified,True,97572.23,Physician,Mauritius
C0001734,Catherine,Lane,katrina06@example.org,(769)409-5940,2005-09-11,899 Jacob Alley,Marshallborough,AR,70381,USA,2026-02-20,Premium,Failed,True,82297.18,Architect,Turkmenistan
C0001735,Mark,Smith,jamieashley@example.com,305.429.7925x384,1946-07-07,132 Robinson Gateway Apt. 588,Kayleetown,ME,99841,USA,2024-05-02,Premium,Verified,True,159526.47,Physician,Jamaica
C0001736,Todd,Thompson,andersonmargaret@example.org,001-354-844-8502x4610,1952-02-14,71377 Hall River,Shelbyport,SC,52111,USA,2024-01-17,Retail,Verified,True,16185.07,Nurse,Kiribati
C0001737,Michelle,Jackson,bernard24@example.org,840-312-1785x6343,1953-04-23,5012 John Corner Apt. 868,Pattersonmouth,MI,50754,USA,2025-03-31,Premium,Verified,True,52459.18,Financial Analyst,Iran
C0001738,Chelsey,Lamb,patrickclark@example.org,3942816853,2001-04-15,14618 Andrade Centers Apt. 739,West Lauren,NH,71039,USA,2024-12-25,Retail,Pending,True,21292.25,Warehouse Worker,Benin
C0001739,Tanya,Patton,eric08@example.net,001-523-424-3969x6477,1961-02-07,2492 Debra Gateway,East Kevin,AL,52068,USA,2024-04-21,Retail,Verified,True,58404.83,Student,Maldives
C0001740,Gina,Brewer,zsmith@example.net,(474)850-5695,1967-10-12,9134 Courtney Pike,East Kathyside,AR,24802,USA,2025-05-12,Retail,Verified,True,85417.53,Warehouse Worker,Tonga
C0001741,Gary,Greene,thomas04@example.net,304-824-1426x5626,1967-01-12,6430 Samuel Inlet,Yoderfurt,UT,01840,USA,2025-07-08,Retail,Verified,True,34467.61,Student,Singapore
C0001742,Jeffery,Pittman,nsherman@example.com,476-969-3777x2424,1989-03-30,128 Bowman Trail Apt. 282,Hesterburgh,KY,94087,USA,2026-05-10,Business,Pending,False,234437.1,Sole Trader,Kyrgyz Republic
C0001743,Chelsea,Burke,donna81@example.net,806-981-2756x1040,1970-11-13,58684 Anthony Vista,West Steve,MS,46037,USA,2025-08-31,Business,Verified,True,283804.74,CFO,Nicaragua
C0001744,Cristina,Sherman,estafford@example.org,8546152807,1953-07-30,0169 Duarte Brook Apt. 336,South Victoria,MO,49151,USA,2025-01-14,Retail,Verified,False,64921.83,Driver,Peru
C0001745,Charles,Burnett,sierra23@example.com,735-712-9045x8963,1978-06-16,0500 Carey Turnpike,Lake Lauratown,VA,52819,USA,2025-08-15,Retail,Verified,True,22841.25,Driver,Serbia
C0001746,Alexander,Hawkins,laneashley@example.net,939-281-5883x225,1968-02-01,16866 Eugene Plain,New Natalie,CO,34226,USA,2026-02-24,Business,Verified,True,324712.41,Business Owner,New Caledonia
C0001747,Rhonda,Oneal,serranotimothy@example.org,001-854-683-6115x38336,1967-03-01,347 Perez Fort Suite 267,Lisafurt,NE,96426,USA,2024-04-10,Retail,Pending,True,59136.22,Retail Worker,Botswana
C0001748,Mark,Bell,shannonsamantha@example.net,(440)857-8766x0178,1992-08-01,7307 Mccall Stravenue,East Stephenfort,VA,93907,USA,2024-07-26,Premium,Verified,True,133339.86,Architect,Western Sahara
C0001749,Rachel,Harris,colonrachael@example.com,+1-694-565-2174x565,2005-10-20,443 Elizabeth Pike Suite 145,Macdonaldstad,MI,97034,USA,2025-12-07,Business,Verified,True,312283.06,Company Secretary,Congo
C0001750,Michelle,Peterson,klove@example.net,828.515.6130x2327,1977-12-26,9497 Teresa View,Longmouth,TX,91510,USA,2025-08-18,Retail,Verified,True,59905.47,Retired,Haiti
C0001751,Rebecca,Phillips,yrodriguez@example.org,+1-375-934-0961x99751,1980-01-21,3440 Williams Crest Apt. 916,South Christina,RI,55510,USA,2026-01-16,Retail,Pending,True,9399.24,Student,Central African Republic
C0001752,Kimberly,French,jasonpacheco@example.org,(337)431-9682x4369,1992-11-19,67897 Robert Crest,Tammyshire,CO,84174,USA,2025-04-13,Premium,Pending,True,148260.36,Business Owner,Saint Kitts and Nevis
C0001753,Taylor,Rasmussen,mooremargaret@example.net,294.954.1646,1988-11-30,0066 Mcintyre Plaza,Rebeccaton,AZ,34625,USA,2025-05-24,Retail,Verified,True,26185.53,Warehouse Worker,Holy See (Vatican City State)
C0001754,Heather,Hicks,zferguson@example.com,+1-622-322-0065x977,1972-04-21,2018 Jason Heights Apt. 068,Charlesburgh,CA,65981,USA,2024-02-12,Business,Verified,True,62037.46,Business Owner,Fiji
C0001755,Jennifer,Butler,bmay@example.net,001-481-579-6211x671,1997-02-26,6583 Drake Rapids,Lake Juliaville,MT,88336,USA,2025-10-06,Retail,Verified,True,46891.95,Teacher,Guinea-Bissau
C0001756,Lisa,Garcia,robertrussell@example.org,(520)286-1021,1977-07-03,96399 Washington Fields Suite 881,Randyside,FL,34588,USA,2025-11-20,Premium,Verified,True,225076.39,Architect,Gabon
C0001757,Vicki,Mcdonald,sara44@example.com,475-366-6196,1941-06-01,39295 Danny Spring,Patrickland,AZ,25970,USA,2024-07-28,Premium,Expired,True,90901.42,Financial Analyst,Spain
C0001758,Philip,York,beltranstephen@example.com,+1-670-751-1938x83090,1947-04-29,7291 Alec Curve,North Susanstad,OR,08551,USA,2025-06-27,Premium,Verified,True,174857.17,Physician,Cayman Islands
C0001759,Jeremy,Miller,wwiley@example.com,322.241.2865x0384,1972-11-23,959 Erik Greens,Lake Nancy,KS,35059,USA,2024-02-12,Retail,Verified,True,81319.34,Retail Worker,Saint Barthelemy
C0001760,Ricardo,House,christianashley@example.org,001-522-409-7648x618,1990-11-16,9143 Linda Underpass Apt. 724,Nicholaston,WI,45598,USA,2024-04-29,Retail,Verified,True,70084.52,Sales Associate,Malaysia
C0001761,Brian,Little,cwilson@example.net,9875135384,1952-04-05,2057 Julie Meadows,Ashleystad,OR,24985,USA,2025-05-05,Premium,Expired,True,264072.43,Software Engineer,Lesotho
C0001762,Travis,Lopez,vwilkinson@example.net,(390)946-9981,1942-02-10,37026 Patrick Course,Pruittfort,HI,65715,USA,2024-03-24,Retail,Verified,True,52631.17,Driver,Canada
C0001763,Jessica,Miller,robertdavis@example.net,508.332.0914,1950-03-23,415 Veronica Springs,Lake Nicoleburgh,IN,07540,USA,2026-01-18,Premium,Verified,True,103286.32,Business Owner,Swaziland
C0001764,Christopher,Chapman,ashleystone@example.org,277.213.0423x87680,1956-02-04,796 Moore Mount Suite 097,Edwardbury,MP,77437,USA,2024-04-11,Retail,Verified,True,16301.58,Retired,Comoros
C0001765,Alexandra,York,perezmichelle@example.com,+1-644-685-1954x4233,2002-08-26,58855 Albert Pine,Lake Lisa,NV,13084,USA,2024-01-03,Retail,Verified,True,32111.48,Nurse,Uganda
C0001766,Elizabeth,Hill,john59@example.net,001-996-746-0872x5477,1975-12-21,817 Herrera Land,East Joshua,NC,10946,USA,2024-06-22,Retail,Verified,True,23822.28,Sales Associate,Algeria
C0001767,Samantha,Boyle,mhernandez@example.net,001-374-746-9316,1998-01-03,4919 Trevor Roads,Rebeccamouth,DE,79050,USA,2025-08-08,Retail,Verified,True,107524.22,Warehouse Worker,France
C0001768,Barbara,White,jamesstephanie@example.org,+1-901-374-8425x246,1996-12-19,64739 Kaylee Neck,Jamesside,SD,74438,USA,2024-11-12,Retail,Verified,True,33258.22,Retired,Central African Republic
C0001769,Joshua,Clark,ruth13@example.org,416.695.4323,1989-10-03,355 Robert Parks Apt. 777,Port Brian,IN,74248,USA,2026-02-12,Retail,Expired,True,38622.97,Retired,Togo
C0001770,Wayne,Dunn,donald16@example.net,+1-265-564-5539x284,1948-07-30,6964 Benson Ville Suite 066,Edwardborough,GA,68029,USA,2024-10-20,Premium,Verified,True,137432.92,Attorney,Indonesia
